STRUCTURE_NUMBER_008,YEAR_BUILT_027,YEAR_RECONSTRUCTED_106,HISTORY_037,SERVICE_ON_042A,ROUTE_PREFIX_005B,LOCATION_009,FED_AGENCY,LAT_016,LONG_017
000000000028597,1922,0.0,5,5,3,'MAIN STREET',N,40344470,75202694
000000000028605,1923,0.0,5,1,3,'BETH-BATH PIKE',N,40415515,75233343
000000000028609,1953,0.0,5,1,3,'2.5 MI.S.OF WIND GAP',N,40485969,75195061
000000000028613,1911,0.0,2,5,3,'MARKET STREET',N,40515600,75121700
000000000028626,1912,1991.0,2,5,3,'DR.GEORGE S. SMITH BRIDGE',N,40411321,75122998
000000000028628,1950,2016.0,5,5,3,'N.RIVERSIDE DR. EASTON',N,40414432,75121989
000000000028633,1926,0.0,5,1,3,'VILLAGE OF MARTINS CREEK',N,40470283,75110787
000000000028635,1926,0.0,5,1,3,'RICHMOND',N,40504125,75083605
000000000028638,1907,0.0,1,1,3,'PORTLAND',N,40551694,75054487
000000000028640,1937,0.0,5,1,3,'SLATEFORD NO.DELAWARE DR.',N,40565020,75065174
000000000028646,1932,0.0,5,1,3,'MOUNTAIN VIEW DRIVE',N,40470261,75292314
000000000028648,1977,0.0,5,1,3,'2 M. N.OF PA 191 INTERS.',N,40434577,75202738
000000000028649,1970,0.0,5,1,3,'AIRPORT ROAD',N,40410884,75245109
000000000028652,1940,1978.0,5,1,3,'JACOBSBURG ROAD',N,40471506,75175616
000000000028656,1978,0.0,5,1,3,'2 MI.S.OF MARTINS CREEK',N,40460995,75121526
000000000028662,1970,0.0,5,1,3,'FILETOWN ROAD',N,40461667,75164621
000000000028663,1970,0.0,5,1,3,'FILETOWN RD.OVER PA.33',N,40461878,75164091
000000000028665,1977,0.0,5,1,3,'BELFAST RD. & KELLER RD.',N,40475430,75183294
000000000028666,1961,2018.0,5,1,3,'@ JACOBSBURG ENV.CENTER',N,40465689,75173284
000000000028674,1920,0.0,5,1,3,'@ INT. WITH T-690',N,40495072,75115640
000000000028678,1911,0.0,5,5,3,'S.MAIN STREET',N,40515565,75121542
000000000028679,1911,1989.0,5,5,3,'BROADWAY',N,40515753,75121593
000000000028680,1927,0.0,5,1,3,'5 MI.SW OF BANGOR',N,40490225,75164605
000000000028682,1922,0.0,5,1,3,'DELABOLE',N,40510646,75143739
000000000028696,1915,0.0,1,5,3,'BANGOR BORO-PA.AVE.',N,40520942,75122414
000000000028699,1960,0.0,5,1,3,'NORTH OF BANGOR',N,40532750,75122538
000000000028705,1934,0.0,5,1,3,'NEAR INT. WITH APPLE ST.',N,40360270,75170155
000000000028706,1930,0.0,5,1,3,'LOWER SAUCON RD.@ SR 2006',N,40362054,75165835
000000000028707,1857,2013.0,3,1,3,'DURHAM ROAD',N,40363887,75135165
000000000028708,1964,0.0,5,1,3,'RESERVOIR RD.-HELLERTOWN',N,40344195,75192195
000000000028709,1985,,5,1,3,'MORGAN HILL ROAD',N,40401235,75125183
000000000028711,1956,0.0,5,1,3,'INT.W/RINGHOFFER RD.',N,40362458,75180637
000000000028712,1967,0.0,5,1,3,'EASTON RD.@ SR 2001',N,40362184,75165752
000000000028714,1896,2018.0,5,1,3,'RAUBSVILLE ROAD',N,40362413,75143703
000000000028719,1987,0.0,5,1,3,'APPLEBUTTER RD. OVER I-78',N,40372764,75165791
000000000028723,1969,1984.0,5,1,3,'GLENDON BRIDGE',N,40400083,75141768
000000000028724,1969,0.0,5,1,3,'S.25TH ST APPR.GLENDON BR',N,40400221,75142754
000000000028727,1968,2012.0,5,5,3,'SHIMERSVILLE RD.',N,40370704,75200460
000000000028728,1985,,5,1,3,'CEDARVILLE  RD.',N,40403395,75113911
000000000028729,1954,1975.0,5,1,3,'13TH ST.INTERCHANGE',N,40414142,75134907
000000000028731,1942,0.0,5,1,3,'0.5MI.N.OF WILSON BORO',N,40415953,75150848
000000000028733,1942,1961.0,5,1,3,'2 MI.SOUTH OF TATAMY',N,40430526,75152024
000000000028737,1886,1927.0,2,5,3,'13TH STREET',N,40414710,75134188
000000000028738,1894,2016.0,5,5,3,'NORTH THIRD STREET',N,40414221,75123404
000000000028739,1929,0.0,5,1,3,'STOCKERTOWN CENTER ST.',N,40451584,75153359
000000000028743,1972,2001.0,5,5,3,'CHURCH RD. OVER PA.33',N,40404344,75172239
000000000028744,1954,0.0,5,1,3,'BETHMAN RD.OVER U.S.22',N,40405885,75164275
000000000028745,1954,0.0,5,1,3,'GREENWOOD AVE.OVER U.S.22',N,40410000,75154200
000000000028746,1969,0.0,5,5,3,'NORTHWOOD AVE',N,40423807,75144552
000000000028747,1985,0.0,5,5,3,'BUSHKILL PARK ROAD',N,40421236,75150941
000000000028749,1954,0.0,5,1,3,'25TH ST. INTERCHANGE',N,40411847,75150741
000000000028751,1962,0.0,5,1,3,'BINGEN ROAD',N,40333446,75212467
000000000028752,1959,2017.0,5,1,3,'@ BINGEN & BLACK RIVER RD',N,40342456,75220896
000000000028753,1987,0.0,5,1,3,'HICKORY HILL ROAD',N,40351852,75223783
000000000028754,1938,0.0,5,1,3,'0.75 MI.W.OF HELLERTOWN',N,40344271,75213363
000000000028757,1990,,5,5,3,'BETHLEHEM-FREEMANSBURG',N,40371984,75200314
000000000028758,1984,0.0,5,5,3,'MINSI TRAIL BRIDGE',N,40370388,75213020
000000000028759,1938,0.0,5,1,3,'NR.BORO LINE FREEMANSBURG',N,40381105,75200900
000000000028760,1960,2018.0,5,5,3,'WILLOW PARK ROAD',N,40390869,75195900
000000000028761,1972,2017.0,5,5,3,'PHILIP FAHY BRIDGE NEW ST',N,40365330,75224299
000000000028762,1957,1976.0,5,5,3,'CENTER STREET @ CITY LINE',N,40394011,75225244
000000000028763,1939,1981.0,5,1,3,'1 MI.S.OF PENNSVILLE',N,40434613,75301571
000000000028765,1939,0.0,5,1,3,'INDIAN TRAIL ROAD',N,40431523,75301533
000000000028766,1947,0.0,5,1,3,'WEAVERSVILLE',N,40411759,75270563
000000000028768,1935,0.0,5,1,3,'OLD CARRIAGE ROAD',N,40432908,75261823
000000000028769,1939,0.0,5,1,3,'1.5 MI.EAST OF BATH',N,40430467,75220469
000000000028770,1940,0.0,5,1,3,'NEWBURG RD.@GEORGETOWN RD',N,40425227,75211354
000000000028771,1972,0.0,5,1,3,'2.2 MI.E.OF NEWBURG',N,40421470,75172325
000000000028773,1949,0.0,5,1,3,'1.7 MI.N.OF PA 329',N,40425010,75294423
000000000028774,1962,0.0,5,1,3,'KREIDERSVILLE ROAD',N,40433477,75293643
000000000028777,1924,0.0,5,1,3,'1 MI.W.OF NAZARETH',N,40442961,75204644
000000000028779,1960,2010.0,5,1,3,'N.HOKENDAUQUA ROAD',N,40462345,75273801
000000000028781,1950,2015.0,5,1,3,'WHITETAIL DEER DRIVE',N,40444103,75240013
000000000028782,1961,2012.0,5,1,3,'S.HOCH ROAD',N,40465716,75272192
000000000028787,1935,0.0,5,1,3,'W.SCENIC DRIVE',N,40473559,75262102
000000000028792,1889,2017.0,5,1,3,'MAPLE DR. @ BIRCH RD.',N,40452348,75343701
000000000028795,1969,0.0,5,5,3,'WALNUTPORT @ CANAL',N,40451175,75360525
000000000028797,1926,0.0,5,1,3,'VILLAGE OF ALUTA',N,40462448,75190970
000000000028798,1929,0.0,5,1,3,'BUSHKILL CENTER RD.',N,40475974,75220180
000000000028801,1958,0.0,4,5,5,'W OF SR 3007',N,40384576,75200002
000000000028803,1970,0.0,5,1,5,'AT SR 191 & 22',N,40405333,75202707
000000000028804,1909,0.0,2,1,5,'NW KREIDERSVILLE',N,40432433,75300249
000000000028805,1966,0.0,4,1,5,'0.2 MILES EAST OF SR 4003',N,40435682,75291802
000000000028807,1910,0.0,5,1,5,'NEAR KREIDERSVILLE',N,40433805,75290957
000000000028808,1958,0.0,5,1,5,'1 MILE WEST OF SR 3017',N,40403733,75274432
000000000028809,1937,0.0,5,1,5,'SOUTH OF BELFAST',N,40461890,75165206
000000000028810,1984,0.0,4,1,5,'BETWEEN SR 4025 & 1001',N,40463010,75183323
000000000028811,1986,0.0,5,1,5,'1 MILE N OF SR 4012',N,40464762,75203262
000000000028812,1984,0.0,5,1,5,'BETWEEN SR 4025 & 1001',N,40464997,75183498
000000000028813,1959,0.0,4,1,5,'1 MILE EAST OF PA 512',N,40465191,75212058
000000000028817,1991,0.0,4,1,5,'EAST OF SR 3021',N,40424641,75265619
000000000028819,1966,0.0,5,1,5,'.5 M. NORTH OF PA 329',N,40421694,75265485
000000000028821,1923,,5,1,5,'EAST OF JACKSONVILLE',N,40422903,75235293
000000000028822,2004,,5,1,5,'AT SR 2019',N,40434435,75145067
000000000028823,1969,0.0,5,5,5,'AT ZUCKSVILLE',N,40430236,75144298
000000000028824,1956,0.0,5,5,5,'NEAR SR 2019',N,40420296,75143012
000000000028825,1994,0.0,5,1,5,'0.3 M. SOUTH OF PA 248',N,40450223,75284297
000000000028827,1970,0.0,4,1,5,'1 M. EAST OF SR 4003',N,40442152,75285698
000000000028828,1826,0.0,2,1,5,'AT SR 4003',N,40455978,75303928
000000000028829,1964,2017.0,4,1,5,'AT PA 248 & SR 4020',N,40454096,75332507
000000000028831,1913,0.0,5,1,5,'1 MILE SOUTH OF PA 248',N,40443907,75285848
000000000028832,1939,1981.0,5,1,5,'SOUTH OF PENNSVILLE',N,40443788,75304363
000000000028833,1911,0.0,5,1,4,'0.5 M. NORTH OF SR 1002',N,40461995,75123463
000000000028834,1995,0.0,5,1,5,'1.5 MILE WEST OF PA611',N,40490275,75102928
000000000028835,1937,0.0,5,1,5,'EAST OF SR 1004',N,40473108,75071132
000000000028837,1992,0.0,4,1,5,'0.2 M. NORTH OF SR 1017',N,40482431,75072994
000000000028838,1981,0.0,4,1,5,'0.1 M. NORTH OF PA 611',N,40470604,75110346
000000000028839,1946,0.0,5,1,4,'0.4 MILE NORTH OF PA 611',N,40472475,75110573
000000000028840,1985,0.0,5,1,5,'0.2 MILE NORTH OF PA 611',N,40471535,75110924
000000000028841,1911,0.0,5,1,5,'0.7 MILE NORTH OF PA 611',N,40472946,75110316
000000000028842,1957,0.0,4,1,5,'1 MILE NORTH OF PA 611',N,40473561,75110273
000000000028843,1917,0.0,5,1,5,'1 M. NORTH OF PA 611',N,40471968,75110419
000000000028844,1969,0.0,5,1,5,'3 M. NORTH OF PA 611',N,40485179,75105147
000000000028847,1904,2007.0,2,5,3,'RIVERTON PA-BELVIDERE NJ',N,40494388,75050443
000000000028848,1964,0.0,5,5,5,'1.5 M. EAST OF PA 512',N,40413745,75223559
000000000028850,1949,1959.0,5,1,5,'1 M. WEST OF PA 191',N,40411962,75210865
000000000028854,1858,0.0,1,1,5,'JUST WEST OF PA 412',N,40335621,75202575
000000000028855,1839,2019.0,5,1,5,'0.1 M. EAST OF SR 4007',N,40470827,75270479
000000000028858,1911,0.0,5,1,5,'WEST OF SR 4005',N,40455436,75275300
000000000028860,1991,2014.0,5,1,5,'NORTH OF PA 946',N,40470686,75264782
000000000028861,1984,2014.0,4,1,5,'1 M. EAST OF PA 115',N,40480098,75155733
000000000028862,1979,0.0,4,1,5,'1 M. EAST OF PA 191',N,40462455,75153807
000000000028863,1910,0.0,5,1,5,'E. OF PA 191',N,40470052,75154334
000000000028866,1966,0.0,5,1,5,'NORTH OF RASLEYTOWN',N,40493414,75160429
000000000028868,1968,0.0,4,1,5,'0.5 EAST OF SR 1005',N,40491582,75170789
000000000028869,1960,0.0,5,1,5,'NORTH OF RASLEYTOWN',N,40495142,75160353
000000000028870,1958,0.0,5,1,5,'WEST OF WIND GAP',N,40511094,75180322
000000000028872,1992,0.0,5,1,5,'NE OF CENTERVILLE',N,40522657,75060021
000000000028873,1986,0.0,4,1,5,'NORTH OF PA 512',N,40543519,75074214
000000000028874,1930,0.0,5,1,5,'EAST OF JOHNSONVILLE',N,40543616,75073704
000000000028876,1995,0.0,5,1,5,'NW OF PA 611',N,40545562,75062417
000000000028877,1993,0.0,4,1,5,'NW OF PA 611',N,40545081,75063004
000000000028879,1992,,4,1,5,'EAST OF NORTH BANGOR',N,40540711,75112435
000000000028880,1984,0.0,4,1,5,'NW OF PA 611',N,40543904,75064616
000000000028881,1910,,5,1,1,'N. OF PORTLAND -SLATEFORD',N,40565099,75064867
000000000028882,1974,0.0,5,1,5,'1.5 M. E OF NORTH BANGOR',N,40542794,75101416
000000000028883,1979,0.0,5,1,5,'1 MI N OF EAST BANGOR',N,40535998,75120530
000000000028884,1946,0.0,5,1,5,'2.3 MI N OF RIVERTON',N,40511105,75053474
000000000028885,1913,0.0,5,1,5,'2.4 MI N OF RIVERTON',N,40511046,75053080
000000000028886,1908,0.0,5,1,5,'N. OF HARTZELLS FERRY',N,40512286,75052809
000000000028887,1946,0.0,5,1,5,'N. OF HARTZELLS FERRY',N,40513773,75052746
000000000028888,1984,0.0,5,1,5,'EAST OF BATH',N,40432536,75203416
000000000028889,1973,0.0,4,1,5,'SE OF BATH',N,40425921,75220670
000000000028890,1985,0.0,4,1,5,'PA 248 / 946 INTERSECTION',N,40435593,75203279
000000000028892,1911,0.0,5,1,5,'EAST OF SR 1015',N,40485619,75120058
000000000028895,1965,0.0,4,1,5,'E. OF MARTINS CK. STATION',N,40493436,75103186
000000000028896,1984,0.0,4,1,5,'N. OF RICHMOND / PA 611',N,40505509,75084264
000000000028898,1913,0.0,5,1,5,'0.3 MILE WEST OF PA 611',N,40370920,75122952
000000000028899,1952,0.0,5,5,5,'W OF PA 412  N OF I-78',N,40361779,75203783
000000000028904,1936,0.0,2,1,5,'0.2 MILES WEST OF PA 412',N,40352767,75205171
000000000028905,1967,0.0,4,5,5,'0.2 MILE WEST OF PA 412',N,40354762,75204294
000000000028906,1909,2000.0,1,5,5,'BROAD STREET',N,40372067,75230062
000000000028907,1967,0.0,5,5,5,'0.2 MILE EAST OF PA 378',N,40370059,75225087
000000000028908,1968,,5,5,5,'W. OF SR 3011 (CENTER ST)',N,40382867,75224524
000000000028909,1948,0.0,5,1,5,'W. OF SR 3011 (CENTER ST)',N,40390119,75225064
000000000028910,1911,2014.0,5,5,5,'W. OF SR 3011 (CENTER ST)',N,40391505,75225160
000000000028911,1991,0.0,4,1,5,'WEST OF SR 3015',N,40401175,75214944
000000000028912,1905,2012.0,2,1,5,'HUGH MOORE PARK - CANAL',N,40401163,75141319
000000000028913,1953,2011.0,5,5,5,'S OF SR 22  @ BUSHKILL DR',N,40413859,75124789
000000000028914,1896,2002.0,2,5,5,'CITY OF EASTON',N,40412931,75121515
000000000028915,1938,1990.0,2,5,2,'CITY OF EASTON',N,40414023,75121320
000000000028916,1950,2014.0,5,5,2,'CITY OF EASTON',N,40414200,75121799
000000000028917,1950,2014.0,5,1,2,'CITY OF EASTON',N,40414001,75123381
000000000028918,1950,2014.0,5,1,2,'CITY OF EASTON',N,40414200,75123599
000000000028920,1934,0.0,5,5,5,'0.1 M. WEST OF PA 987',N,40433699,75234294
000000000028921,1976,0.0,4,1,5,'WEST OF PA 987',N,40435513,75235033
000000000028922,1981,0.0,4,1,5,'WEST OF PA 987',N,40440727,75235932
000000000028923,1910,1949.0,5,5,5,'1 MILE EAST OF LR48010',N,40401086,75140492
000000000028924,1979,0.0,4,1,5,'0.1 M. SOUTH OF SR 2012',N,40394056,75140352
000000000028925,1937,0.0,5,5,5,'SOUTH OF WATER ST',N,40344288,75203344
000000000028926,1954,2013.0,5,1,5,'SOUTH OF WATER STREET',N,40344274,75203003
000000000028927,1920,0.0,5,5,5,'SOUTH OF WATER ST',N,40344357,75202122
000000000028929,1960,0.0,5,5,5,'SOUTH OF NEW YORK AVE',N,40344536,75201363
000000000028930,1970,0.0,5,5,5,'0.2 M. WEST OF PA 412',N,40341992,75204092
000000000028931,1965,0.0,5,5,5,'1.5 M. SOUTH OF PA 329',N,40404545,75292088
000000000028932,1983,0.0,4,1,5,'OUTLET TO LEHIGH RIVER',N,40403764,75292319
000000000028933,1952,1992.0,5,1,3,'PORTLAND BOROUGH',N,40551682,75053140
000000000028934,1924,1959.0,5,5,5,'0.1 M. EAST OF SR 191',N,40525136,75124281
000000000028940,1960,1994.0,5,1,5,'MALE ST. IN WIND GAP',N,40501731,75175274
000000000028942,1832,1954.0,5,1,7,'SOUTH OF RAUBSVILLE',N,40373847,75112788
000000000028943,1900,0.0,1,1,7,'SOUTH OF RAUBSVILLE',N,40373864,75112723
000000000028944,1952,,5,1,7,'RAUBSVILLE',N,40380995,75113443
000000000028951,1972,2001.0,5,1,3,'RAMP 22 EB TO PA 33 SB',N,40405358,75172961
000000000028952,1972,2001.0,5,1,3,'RAMP 33 SB TO US 22 WEST.',N,40410692,75173116
000000000028954,1925,1978.0,5,5,2,'NORTHD BORO BLUE HILL BR',N,40525520,76480211
000000000028956,1942,0.0,5,1,2,'1.5 MI NE OF NORTHD BORO',N,40543229,76460221
000000000028967,1974,0.0,5,1,3,'1.5 MI E OF WATSONTOWN',N,41042685,76505665
000000000028969,1962,0.0,5,1,3,'0.5 MI N OF WATSONTOWN',N,41054482,76522696
000000000028970,1958,0.0,5,1,3,'0.5 MI W OF DEWART',N,41062931,76530497
000000000028971,1990,0.0,5,1,3,'ALLENWOOD RIVER BRIDGE',N,41062848,76532424
000000000028972,1988,0.0,5,5,3,'LEWISBURG RIVER BRIDGE',N,40580113,76524335
000000000028974,1952,0.0,5,1,3,'5.0 MI E OF MONTANDON',N,40582769,76481411
000000000028975,1954,0.0,5,1,3,'3 MI NW OF DEWART',N,41081194,76510341
000000000028976,1959,0.0,5,1,3,'3 MI NW OF DEWART',N,41074510,76500411
000000000028977,1958,0.0,5,1,3,'3.5 MI EAST OF DEWART',N,41072657,76491583
000000000028978,1974,0.0,5,1,3,'1 MI W OF TURBOTVILLE',N,41070598,76473469
000000000028980,1992,0.0,5,1,3,'0.1 MI N OF TURBOTVILLE',N,41062960,76461865
000000000028983,1985,,5,1,3,'2 MILES EAST OF RIVERSIDE',N,40555815,76354116
000000000028987,1920,1997.0,5,5,3,'VILLAGE OF ELYSBURG',N,40515626,76331144
000000000028997,1970,0.0,5,1,3,'VILLAGE OF RANSHAW',N,40471845,76311801
000000000028999,1967,2013.0,5,1,3,'VILLAGE OF UNIONTOWN',N,40481131,76344897
000000000029000,1926,1941.0,5,1,3,'4 MI N OF SHAMOKIN',N,40491124,76350142
000000000029001,1947,0.0,5,1,3,'1 MI N OF WEIGH SCALES',N,40493244,76350908
000000000029003,1947,0.0,5,1,3,'VILLAGE OF PAXINOS',N,40505167,76352225
000000000029004,1938,1986.0,5,1,3,'VILLAGE OF STONINGTON',N,40510784,76401756
000000000029005,1988,0.0,5,5,3,'VILLAGE OF HAMILTON',N,40513110,76460199
000000000029007,1933,2013.0,5,5,3,'CITY OF SUNBURY',N,40513297,76463253
000000000029008,1986,0.0,5,5,3,'SUNBURY RIVER BRIDGE',N,40514570,76474966
000000000029011,1962,2002.0,5,1,1,'MILTON I80EB RIVER BRIDGE',N,41030585,76511610
000000000029013,1962,2001.0,5,1,1,'MILTON I80WB RIVER BRIDGE',N,41030671,76511622
000000000029021,1962,2002.0,5,1,1,'2 MI NE OF MILTON',N,41022156,76484131
000000000029022,1962,2001.0,5,1,1,'2 MI NE OF MILTON',N,41022189,76483927
000000000029023,1962,1995.0,5,1,1,'1.5 MI E OF MILTON',N,41011311,76473374
000000000029024,1962,1996.0,5,1,1,'LIMESTONEVILLE EXIT',N,41011283,76473201
000000000029027,1986,0.0,5,1,3,'1.5 MI SW OF GOWAN CITY',N,40442549,76325444
000000000029029,1905,1986.0,5,5,3,'CITY OF SHAMOKIN',N,40472156,76333099
000000000029030,1905,1986.0,5,5,3,'CITY OF SHAMOKIN',N,40472139,76333195
000000000029038,1983,0.0,5,1,3,'1 MI N OF HERNDON',N,40433454,76501546
000000000029039,1991,0.0,5,1,3,'8 MI S OF SUNBURY',N,40453216,76501812
000000000029044,1991,0.0,5,1,3,'1 MI S OF SUNBURY',N,40503721,76481114
000000000029046,1988,0.0,5,5,3,'SUNBURY/PACKER IS.RVER BR',N,40524900,76471196
000000000029048,1988,0.0,5,5,3,'NORTHD/PACKERS ISLAND BR',N,40531475,76472317
000000000029052,1938,0.0,5,1,3,'2 MI N OF NORTHUMBERLAND',N,40545877,76503039
000000000029055,1971,0.0,5,1,3,'0.5 MI E OF MONTANDON',N,40575309,76503812
000000000029057,1971,2003.0,5,1,3,'1 MILE EAST OF MILTON',N,41005816,76495588
000000000029058,1971,2004.0,5,1,3,'BORO OF MILTON',N,41011546,76500230
000000000029059,1971,2003.0,5,1,3,'0.5 MI NORTH OF MILTON',N,41015294,76501613
000000000029060,1969,2003.0,5,1,3,'1.75 MI NORTH OF MILTON',N,41021904,76502478
000000000029061,1969,2003.0,5,1,3,'1.75 MI NORTH OF MILTON',N,41021895,76502570
000000000029064,1970,0.0,5,1,3,'2.5 MI.SOUTH OF MUNCY',N,41094422,76473667
000000000029066,1970,0.0,5,1,1,'3.5 MILES SOUTH OF MUNCY',N,41084826,76480817
000000000029068,1970,0.0,5,1,1,'3.5 MILES SOUTH OF MUNCY',N,41084847,76480634
000000000029069,1970,0.0,5,1,1,'5.5 MILES SOUTH OF MUNCY',N,41071603,76480509
000000000029070,1970,0.0,5,1,1,'5.5 MILES SOUTH OF MUNCY',N,41071619,76480375
000000000029072,1971,2010.0,5,1,1,'3 MI E OF WATSONTOWN',N,41042847,76493645
000000000029073,1971,2010.0,5,1,1,'3 MI E OF WATSONTOWN',N,41042845,76493518
000000000029075,1971,1993.0,5,1,1,'2 MILES NORTH OF MILTON',N,41034181,76500715
000000000029077,1971,2006.0,5,1,1,'2 MILES NORTH OF MILTON',N,41034175,76500595
000000000029079,1975,0.0,5,1,3,'VILLAGE OF PILLOW',N,40382416,76483579
000000000029082,1937,0.0,5,1,3,'1 MI S OF MANDATA',N,40404700,76493853
000000000029083,1995,0.0,5,1,3,'VILLAGE OF MANDATA',N,40410209,76494032
000000000029084,1991,0.0,5,1,3,'2 MI N OF MANDATA',N,40414011,76472099
000000000029086,1986,0.0,5,1,3,'VILLAGE OF RED CROSS',N,40422974,76471925
000000000029089,1941,1994.0,5,1,3,'VILLAGE OF DORNSIFE',N,40443982,76472544
000000000029093,1934,0.0,5,1,3,'VILLAGE OF TREVORTON',N,40465347,76412080
000000000029094,1934,0.0,5,1,3,'VILLAGE OF TREVORTON',N,40464594,76410149
000000000029100,1974,2013.0,5,1,3,'3.5 MI S OF MONTANDON',N,40562640,76511741
000000000029102,1964,0.0,5,1,3,'1 MILE SOUTH OF MILTON',N,40593789,76515085
000000000029104,1978,0.0,5,5,3,'BORO OF MILTON',N,41010203,76511652
000000000029106,1925,1993.0,5,1,3,'1 MI S OF WATSONTOWN',N,41042486,76511564
000000000029108,1985,0.0,5,1,3,'1.7 MI.N.OF WATSONTOWN',N,41065101,76524537
000000000029111,1947,2009.0,5,1,3,'VILLAGE OF PAXINOS',N,40505359,76350485
000000000029112,1947,0.0,5,1,3,'VILLAGE OF PAXINOS',N,40505665,76350048
000000000029114,1951,1989.0,5,1,3,'BORO OF ELYSBURG',N,40515684,76324471
000000000029115,1987,0.0,5,5,3,'W.MILTON/ISLAND RIVER BR.',N,41010587,76515189
000000000029116,1987,0.0,5,5,3,'MILTON/ISLAND RIVER BR.',N,41010155,76513406
000000000029117,1970,2004.0,5,1,3,'1 MI E OF MILTON',N,41002889,76494904
000000000029118,1930,0.0,5,1,3,'VILLAGE OF POTTSGROVE',N,40593513,76470892
000000000029119,1958,2012.0,5,1,3,'0.5 MI E OF POTTSGROVE',N,40593522,76464520
000000000029121,1949,0.0,5,1,3,'1MI S OF AUGUSTAVILLE',N,40472537,76435015
000000000029122,1949,2006.0,5,1,3,'2 MI S OF HAMILTON',N,40510308,76451983
000000000029124,1989,0.0,5,1,3,'1.5 MI NW OF LOCUST GAP',N,40465074,76265256
000000000029127,1970,0.0,5,1,3,'0.5 MI NW OF EXCELSIOR',N,40462857,76303271
000000000029129,1970,0.0,5,1,3,'0.5 MI SW OF RANSHAW',N,40465113,76305525
000000000029130,1970,0.0,5,1,3,'0.25 MI SW OF RANSHAW',N,40470383,76311536
000000000029131,1970,0.0,5,1,3,'VILLAGE OF RANSHAW',N,40471810,76311809
000000000029133,1940,1996.0,5,1,3,'4 MI NORTH WATSONTOWN',N,41081435,76510369
000000000029135,1950,2009.0,5,1,3,'1 MI N OF WATSONTOWN',N,41061353,76521907
000000000029136,1948,0.0,5,1,3,'2 MI N OF WATSONTOWN',N,41062291,76511375
000000000029137,1937,2012.0,5,1,3,'3 MI N OF WATSONTOWN',N,41073581,76504230
000000000029141,1983,0.0,5,1,3,'3 MI NORTH MCEWENSVILLE',N,41053849,76481110
000000000029142,1971,,5,1,3,'3 MI S OF WATSONTOWN',N,41031650,76510152
000000000029146,1957,2011.0,5,1,3,'0.5 MI S OF WARRIOR RUN',N,41054296,76482879
000000000029147,1995,0.0,5,1,3,'5 MI N OF MCEWENSVILLE',N,41080835,76474711
000000000029151,1957,0.0,5,1,3,'3 MI N OF TURBOTVILLE',N,41074530,76454514
000000000029155,1921,2017.0,5,1,3,'1 MI N OF TURBOTVILLE',N,41065859,76461466
000000000029156,1949,0.0,5,1,3,'2.0 MI N OF TURBOTVILLE',N,41072259,76462084
000000000029159,1927,2005.0,1,5,3,'WATSONTOWN BORO RIVER BR.',N,41045018,76515444
000000000029162,1934,0.0,5,1,3,'3 MI N.W.OF MILTON',N,41025970,76470571
000000000029163,1960,0.0,5,1,3,'1 MI N.E.OF MILTON',N,41021490,76485538
000000000029164,1971,2003.0,5,1,3,'1.5 MI SE OF MILTON',N,40590089,76501853
000000000029169,1940,2006.0,5,1,3,'6 MI E OF NORTHD. BORO',N,40554764,76432538
000000000029170,1971,2004.0,5,1,3,'1 MI S OF MILTON',N,40594747,76500906
000000000029175,1950,2011.0,5,1,3,'3 MI E OF MILTON',N,41011622,76465451
000000000029181,1940,1994.0,5,1,3,'4.5 MI N OF ELYSBURG',N,40552160,76335095
000000000029182,1922,1978.0,5,1,3,'4 MI SE OF RIVERSIDE BORO',N,40560474,76333001
000000000029183,1935,0.0,5,1,3,'2 MI.E.OF RIVERSIDE',N,40561064,76353809
000000000029185,1954,2012.0,5,1,3,'4 MI E OF RIVERSIDE BORO',N,40561062,76332709
000000000029186,1934,1992.0,5,1,3,'4 MI S OF RIVERSIDE BORO',N,40545326,76364415
000000000029187,1934,1990.0,5,1,3,'2 MI EAST OF RIVERSIDE',N,40555096,76355114
000000000029188,1930,0.0,5,1,3,'5 MI S.OF RIVERSIDE BORO.',N,40531884,76361199
000000000029191,1974,2009.0,5,1,3,'2 MI E OF SNYDERTOWN',N,40523885,76374505
000000000029194,1937,1983.0,5,1,3,'1 MI W OF ELYSBURG',N,40513999,76350833
000000000029200,1962,2012.0,5,1,3,'WEIGH SCALES',N,40485512,76350357
000000000029202,1962,2002.0,5,1,3,'1 MI N OF SHAMOKIN',N,40481652,76341051
000000000029203,1934,1949.0,5,1,3,'1 MI.S OF PAXINOS',N,40502173,76350295
000000000029204,1930,0.0,5,1,3,'0.5 MI SE OF PAXINOS',N,40502097,76345319
000000000029205,1918,0.0,5,1,3,'1 MI.SE OF PAXINOS',N,40502519,76343023
000000000029207,1952,2007.0,5,1,3,'Village of Springfield',N,40472068,76322471
000000000029209,1929,0.0,5,1,3,'2 MI NW OF BEAR GAP',N,40495452,76332890
000000000029210,1913,0.0,5,5,3,'BRADY ST VILLAGE BRADY',N,40470718,76305280
000000000029211,1913,0.0,5,1,3,'VILLAGE OF RANSHAW',N,40470921,76304749
000000000029215,1985,0.0,5,5,3,'1 MI S MOUNT CARMEL BORO',N,40462875,76242337
000000000029216,1985,0.0,5,1,3,'VILLAGE OF BEAR GAP',N,40495668,76301142
